audit_id,audit_date,store_id,sku_id,visibility_score,shelf_compliance,audit_issue
AUD011631,2026-06-01,S024,SKU0131,0.0,Non-Compliant,Stock Out
AUD011632,2026-06-01,S024,SKU0132,60.0,Compliant,Unknown
AUD011633,2026-06-01,S024,SKU0133,69.23,Compliant,Unknown
AUD011634,2026-06-01,S024,SKU0134,85.19,Compliant,Unknown
AUD011635,2026-06-01,S024,SKU0135,90.91,Compliant,Unknown
AUD011636,2026-06-01,S024,SKU0136,83.33,Compliant,Unknown
AUD011637,2026-06-01,S024,SKU0137,97.3,Compliant,Unknown
AUD011638,2026-06-01,S024,SKU0138,84.62,Compliant,Unknown
AUD011639,2026-06-01,S024,SKU0139,76.92,Compliant,Unknown
AUD011640,2026-06-01,S024,SKU0140,26.92,Non-Compliant,Low Visibility
AUD011641,2026-06-01,S024,SKU0141,0.0,Non-Compliant,Stock Out
AUD011642,2026-06-01,S024,SKU0142,56.52,Compliant,Unknown
AUD011643,2026-06-01,S024,SKU0143,83.87,Compliant,Unknown
AUD011644,2026-06-01,S024,SKU0144,27.27,Non-Compliant,Low Visibility
AUD011645,2026-06-01,S024,SKU0145,56.67,Compliant,Unknown
AUD011646,2026-06-01,S024,SKU0146,91.43,Compliant,Unknown
AUD011647,2026-06-01,S024,SKU0147,46.67,Non-Compliant,Low Visibility
AUD011648,2026-06-01,S024,SKU0148,83.33,Compliant,Unknown
AUD011649,2026-06-01,S024,SKU0149,68.97,Compliant,Unknown
AUD011650,2026-06-01,S024,SKU0150,42.86,Non-Compliant,Low Visibility
AUD011651,2026-06-01,S024,SKU0151,86.49,Compliant,Unknown
AUD011652,2026-06-01,S024,SKU0152,62.07,Compliant,Unknown
AUD011653,2026-06-01,S024,SKU0153,0.0,Non-Compliant,Stock Out
AUD011654,2026-06-01,S024,SKU0154,84.62,Compliant,Unknown
AUD011655,2026-06-01,S024,SKU0155,9.09,Non-Compliant,Low Visibility
AUD011656,2026-06-01,S024,SKU0156,80.77,Compliant,Unknown
AUD011657,2026-06-01,S024,SKU0157,31.82,Non-Compliant,Low Visibility
AUD011658,2026-06-01,S024,SKU0158,63.33,Compliant,Unknown
AUD011659,2026-06-01,S024,SKU0159,66.67,Compliant,Unknown
AUD011660,2026-06-01,S024,SKU0160,48.15,Non-Compliant,Low Visibility
AUD011661,2026-06-01,S024,SKU0161,58.62,Compliant,Unknown
AUD011662,2026-06-01,S024,SKU0162,95.24,Compliant,Unknown
AUD011663,2026-06-01,S024,SKU0163,0.0,Non-Compliant,Stock Out
AUD011664,2026-06-01,S024,SKU0164,36.67,Non-Compliant,Low Visibility
AUD011665,2026-06-01,S024,SKU0165,25.0,Non-Compliant,Low Visibility
AUD011666,2026-06-01,S024,SKU0166,35.71,Non-Compliant,Low Visibility
AUD011667,2026-06-01,S024,SKU0167,0.0,Non-Compliant,Stock Out
AUD011668,2026-06-01,S024,SKU0168,0.0,Non-Compliant,Stock Out
AUD011669,2026-06-01,S024,SKU0169,100.0,Compliant,Unknown
AUD011670,2026-06-01,S024,SKU0170,65.38,Compliant,Unknown
AUD011671,2026-06-01,S024,SKU0171,66.67,Compliant,Unknown
AUD011672,2026-06-01,S024,SKU0172,80.95,Compliant,Unknown
AUD011673,2026-06-01,S024,SKU0173,96.15,Compliant,Unknown
AUD011674,2026-06-01,S024,SKU0174,76.0,Compliant,Unknown
AUD011675,2026-06-01,S024,SKU0175,13.64,Non-Compliant,Low Visibility
AUD011676,2026-06-01,S024,SKU0176,78.38,Compliant,Unknown
AUD011677,2026-06-01,S024,SKU0177,0.0,Non-Compliant,Stock Out
AUD011678,2026-06-01,S024,SKU0178,86.49,Compliant,Unknown
AUD011679,2026-06-01,S024,SKU0179,14.29,Non-Compliant,Low Visibility
AUD011680,2026-06-01,S024,SKU0180,20.0,Non-Compliant,Low Visibility
AUD011681,2026-06-01,S024,SKU0181,54.29,Compliant,Unknown
AUD011682,2026-06-01,S024,SKU0182,84.85,Compliant,Unknown
AUD011683,2026-06-01,S024,SKU0183,69.44,Compliant,Unknown
AUD011684,2026-06-01,S024,SKU0184,91.3,Compliant,Unknown
AUD011685,2026-06-01,S024,SKU0185,47.37,Non-Compliant,Low Visibility
AUD011686,2026-06-01,S024,SKU0186,58.82,Compliant,Unknown
AUD011687,2026-06-01,S024,SKU0187,52.63,Compliant,Unknown
AUD011688,2026-06-01,S024,SKU0188,84.21,Compliant,Unknown
AUD011689,2026-06-01,S024,SKU0189,75.0,Compliant,Unknown
AUD011690,2026-06-01,S024,SKU0190,50.0,Compliant,Unknown
AUD011691,2026-06-01,S024,SKU0191,90.91,Compliant,Unknown
AUD011692,2026-06-01,S024,SKU0192,33.33,Non-Compliant,Low Visibility
AUD011693,2026-06-01,S024,SKU0193,93.75,Compliant,Unknown
AUD011694,2026-06-01,S024,SKU0194,85.19,Compliant,Unknown
AUD011695,2026-06-01,S024,SKU0195,75.86,Compliant,Unknown
AUD011696,2026-06-01,S024,SKU0196,15.0,Non-Compliant,Low Visibility
AUD011697,2026-06-01,S024,SKU0197,51.43,Compliant,Unknown
AUD011698,2026-06-01,S024,SKU0198,92.31,Compliant,Unknown
AUD011699,2026-06-01,S024,SKU0199,50.0,Compliant,Unknown
AUD011700,2026-06-01,S024,SKU0200,50.0,Compliant,Unknown
AUD011701,2026-06-01,S024,SKU0201,30.43,Non-Compliant,Low Visibility
AUD011702,2026-06-01,S024,SKU0202,50.0,Compliant,Unknown
AUD011703,2026-06-01,S024,SKU0203,81.58,Compliant,Unknown
AUD011704,2026-06-01,S024,SKU0204,100.0,Compliant,Unknown
AUD011705,2026-06-01,S024,SKU0205,50.0,Compliant,Unknown
AUD011706,2026-06-01,S024,SKU0206,74.36,Compliant,Unknown
AUD011707,2026-06-01,S024,SKU0207,0.0,Non-Compliant,Stock Out
AUD011708,2026-06-01,S024,SKU0208,75.0,Compliant,Unknown
AUD011709,2026-06-01,S024,SKU0209,57.14,Compliant,Unknown
AUD011710,2026-06-01,S024,SKU0210,36.67,Non-Compliant,Low Visibility
AUD011711,2026-06-01,S024,SKU0211,24.0,Non-Compliant,Low Visibility
AUD011712,2026-06-01,S024,SKU0212,100.0,Compliant,Unknown
AUD011713,2026-06-01,S024,SKU0213,67.57,Compliant,Unknown
AUD011714,2026-06-01,S024,SKU0214,52.63,Compliant,Unknown
AUD011715,2026-06-01,S024,SKU0215,82.61,Compliant,Unknown
AUD011716,2026-06-01,S024,SKU0216,44.0,Non-Compliant,Low Visibility
AUD011717,2026-06-01,S024,SKU0217,82.35,Compliant,Unknown
AUD011718,2026-06-01,S024,SKU0218,41.94,Non-Compliant,Low Visibility
AUD011719,2026-06-01,S024,SKU0219,12.5,Non-Compliant,Low Visibility
AUD011720,2026-06-01,S024,SKU0220,57.14,Compliant,Unknown
AUD011721,2026-06-01,S024,SKU0221,0.0,Non-Compliant,Stock Out
AUD011722,2026-06-01,S024,SKU0222,84.85,Compliant,Unknown
AUD011723,2026-06-01,S024,SKU0223,91.67,Compliant,Unknown
AUD011724,2026-06-01,S024,SKU0224,85.71,Compliant,Unknown
AUD011725,2026-06-01,S024,SKU0225,96.88,Compliant,Unknown
AUD011726,2026-06-01,S024,SKU0226,16.67,Non-Compliant,Low Visibility
AUD011727,2026-06-01,S024,SKU0227,76.92,Compliant,Unknown
AUD011728,2026-06-01,S024,SKU0228,67.57,Compliant,Unknown
AUD011729,2026-06-01,S024,SKU0229,44.0,Non-Compliant,Low Visibility
AUD011730,2026-06-01,S024,SKU0230,83.33,Compliant,Unknown
AUD011731,2026-06-01,S024,SKU0231,34.48,Non-Compliant,Low Visibility
AUD011732,2026-06-01,S024,SKU0232,85.29,Compliant,Unknown
AUD011733,2026-06-01,S024,SKU0233,36.0,Non-Compliant,Low Visibility
AUD011734,2026-06-01,S024,SKU0234,50.0,Compliant,Unknown
AUD011735,2026-06-01,S024,SKU0235,77.78,Compliant,Unknown
AUD011736,2026-06-01,S024,SKU0236,38.89,Non-Compliant,Low Visibility
AUD011737,2026-06-01,S024,SKU0237,96.55,Compliant,Unknown
AUD011738,2026-06-01,S024,SKU0238,77.78,Compliant,Unknown
AUD011739,2026-06-01,S024,SKU0239,50.0,Non-Compliant,Misplaced Product
AUD011740,2026-06-01,S024,SKU0240,45.45,Non-Compliant,Low Visibility
AUD011741,2026-06-01,S024,SKU0241,94.12,Compliant,Unknown
AUD011742,2026-06-01,S024,SKU0242,0.0,Non-Compliant,Stock Out
AUD011743,2026-06-01,S024,SKU0243,0.0,Non-Compliant,Stock Out
AUD011744,2026-06-01,S024,SKU0244,28.0,Non-Compliant,Low Visibility
AUD011745,2026-06-01,S024,SKU0245,52.0,Compliant,Unknown
AUD011746,2026-06-01,S024,SKU0246,93.75,Compliant,Unknown
AUD011747,2026-06-01,S024,SKU0247,97.22,Compliant,Unknown
AUD011748,2026-06-01,S024,SKU0248,50.0,Compliant,Unknown
AUD011749,2026-06-01,S024,SKU0249,82.35,Compliant,Unknown
AUD011750,2026-06-01,S024,SKU0250,74.07,Compliant,Unknown
AUD011751,2026-06-01,S024,SKU0251,54.55,Compliant,Unknown
AUD011752,2026-06-01,S024,SKU0252,96.77,Non-Compliant,Misplaced Product
AUD011753,2026-06-01,S024,SKU0253,90.91,Compliant,Unknown
AUD011754,2026-06-01,S024,SKU0254,72.73,Compliant,Unknown
AUD011755,2026-06-01,S024,SKU0255,60.53,Compliant,Unknown
AUD011756,2026-06-01,S024,SKU0256,0.0,Non-Compliant,Stock Out
AUD011757,2026-06-01,S024,SKU0257,69.7,Compliant,Unknown
AUD011758,2026-06-01,S024,SKU0258,69.23,Compliant,Unknown
AUD011759,2026-06-01,S024,SKU0259,58.06,Compliant,Unknown
AUD011760,2026-06-01,S024,SKU0260,86.11,Non-Compliant,Misplaced Product
AUD011761,2026-06-01,S024,SKU0261,78.95,Compliant,Unknown
AUD011762,2026-06-01,S024,SKU0262,16.67,Non-Compliant,Low Visibility
AUD011763,2026-06-01,S024,SKU0263,57.69,Compliant,Unknown
AUD011764,2026-06-01,S024,SKU0264,35.71,Non-Compliant,Low Visibility
AUD011765,2026-06-01,S024,SKU0265,60.87,Compliant,Unknown
AUD011766,2026-06-01,S024,SKU0266,0.0,Non-Compliant,Stock Out
AUD011767,2026-06-01,S024,SKU0267,47.22,Non-Compliant,Low Visibility
AUD011768,2026-06-01,S024,SKU0268,93.33,Compliant,Unknown
AUD011769,2026-06-01,S024,SKU0269,58.33,Compliant,Unknown
AUD011770,2026-06-01,S024,SKU0270,20.0,Non-Compliant,Low Visibility
AUD011771,2026-06-01,S024,SKU0271,18.18,Non-Compliant,Low Visibility
AUD011772,2026-06-01,S024,SKU0272,40.62,Non-Compliant,Low Visibility
AUD011773,2026-06-01,S024,SKU0273,86.49,Compliant,Unknown
AUD011774,2026-06-01,S024,SKU0274,62.5,Compliant,Unknown
AUD011775,2026-06-01,S024,SKU0275,96.77,Compliant,Unknown
AUD011776,2026-06-01,S024,SKU0276,78.95,Compliant,Unknown
AUD011777,2026-06-01,S024,SKU0277,39.29,Non-Compliant,Low Visibility
AUD011778,2026-06-01,S024,SKU0278,28.57,Non-Compliant,Low Visibility
AUD011779,2026-06-01,S024,SKU0279,61.54,Compliant,Unknown
AUD011780,2026-06-01,S024,SKU0280,92.59,Compliant,Unknown
AUD011781,2026-06-01,S024,SKU0281,34.78,Non-Compliant,Low Visibility
AUD011782,2026-06-01,S024,SKU0282,100.0,Compliant,Unknown
AUD011783,2026-06-01,S024,SKU0283,78.95,Compliant,Unknown
AUD011784,2026-06-01,S024,SKU0284,93.1,Compliant,Unknown
AUD011785,2026-06-01,S024,SKU0285,69.57,Compliant,Unknown
AUD011786,2026-06-01,S024,SKU0286,92.59,Compliant,Unknown
AUD011787,2026-06-01,S024,SKU0287,95.0,Compliant,Unknown
AUD011788,2026-06-01,S024,SKU0288,0.0,Non-Compliant,Stock Out
AUD011789,2026-06-01,S024,SKU0289,15.79,Non-Compliant,Low Visibility
AUD011790,2026-06-01,S024,SKU0290,61.11,Compliant,Unknown
AUD011791,2026-06-01,S024,SKU0291,87.88,Compliant,Unknown
AUD011792,2026-06-01,S024,SKU0292,27.78,Non-Compliant,Low Visibility
AUD011793,2026-06-01,S024,SKU0293,65.52,Compliant,Unknown
AUD011794,2026-06-01,S024,SKU0294,52.78,Compliant,Unknown
AUD011795,2026-06-01,S024,SKU0295,90.0,Compliant,Unknown
AUD011796,2026-06-01,S024,SKU0296,68.75,Compliant,Unknown
AUD011797,2026-06-01,S024,SKU0297,55.26,Compliant,Unknown
AUD011798,2026-06-01,S024,SKU0298,7.69,Non-Compliant,Low Visibility
AUD011799,2026-06-01,S024,SKU0299,55.26,Compliant,Unknown
AUD011800,2026-06-01,S024,SKU0300,34.78,Non-Compliant,Low Visibility
AUD011801,2026-06-01,S024,SKU0301,57.14,Compliant,Unknown
AUD011802,2026-06-01,S024,SKU0302,82.05,Compliant,Unknown
AUD011803,2026-06-01,S024,SKU0303,77.78,Compliant,Unknown
AUD011804,2026-06-01,S024,SKU0304,54.55,Compliant,Unknown
AUD011805,2026-06-01,S024,SKU0305,0.0,Non-Compliant,Stock Out
AUD011806,2026-06-01,S024,SKU0306,42.31,Non-Compliant,Low Visibility
AUD011807,2026-06-01,S024,SKU0307,80.65,Compliant,Unknown
AUD011808,2026-06-01,S024,SKU0308,50.0,Compliant,Unknown
AUD011809,2026-06-01,S024,SKU0309,89.66,Compliant,Unknown
AUD011810,2026-06-01,S024,SKU0310,34.48,Non-Compliant,Low Visibility
AUD011811,2026-06-01,S024,SKU0311,78.26,Compliant,Unknown
AUD011812,2026-06-01,S024,SKU0312,68.42,Compliant,Unknown
AUD011813,2026-06-01,S024,SKU0313,51.52,Compliant,Unknown
AUD011814,2026-06-01,S024,SKU0314,34.48,Non-Compliant,Low Visibility
AUD011815,2026-06-01,S024,SKU0315,52.63,Compliant,Unknown
AUD011816,2026-06-01,S024,SKU0316,62.07,Non-Compliant,Misplaced Product
AUD011817,2026-06-01,S024,SKU0317,62.96,Compliant,Unknown
AUD011818,2026-06-01,S024,SKU0318,15.38,Non-Compliant,Low Visibility
AUD011819,2026-06-01,S024,SKU0319,38.1,Non-Compliant,Low Visibility
AUD011820,2026-06-01,S024,SKU0320,75.0,Compliant,Unknown
AUD011821,2026-06-01,S024,SKU0321,85.71,Compliant,Unknown
AUD011822,2026-06-01,S024,SKU0322,37.5,Non-Compliant,Low Visibility
AUD011823,2026-06-01,S024,SKU0323,10.0,Non-Compliant,Low Visibility
AUD011824,2026-06-01,S024,SKU0324,88.89,Compliant,Unknown
AUD011825,2026-06-01,S024,SKU0325,80.0,Non-Compliant,Misplaced Product
AUD011826,2026-06-01,S024,SKU0326,77.42,Compliant,Unknown
AUD011827,2026-06-01,S024,SKU0327,28.57,Non-Compliant,Low Visibility
AUD011828,2026-06-01,S024,SKU0328,25.0,Non-Compliant,Low Visibility
AUD011829,2026-06-01,S024,SKU0329,94.44,Compliant,Unknown
AUD011830,2026-06-01,S024,SKU0330,70.27,Compliant,Unknown
AUD011831,2026-06-01,S024,SKU0331,33.33,Non-Compliant,Low Visibility
AUD011832,2026-06-01,S024,SKU0332,0.0,Non-Compliant,Stock Out
AUD011833,2026-06-01,S024,SKU0333,69.57,Compliant,Unknown
AUD011834,2026-06-01,S024,SKU0334,0.0,Non-Compliant,Stock Out
AUD011835,2026-06-01,S024,SKU0335,0.0,Non-Compliant,Stock Out
AUD011836,2026-06-01,S024,SKU0336,74.07,Compliant,Unknown
AUD011837,2026-06-01,S024,SKU0337,92.31,Compliant,Unknown
AUD011838,2026-06-01,S024,SKU0338,48.48,Non-Compliant,Low Visibility
AUD011839,2026-06-01,S024,SKU0339,90.0,Compliant,Unknown
AUD011840,2026-06-01,S024,SKU0340,100.0,Compliant,Unknown
AUD011841,2026-06-01,S024,SKU0341,97.37,Compliant,Unknown
AUD011842,2026-06-01,S024,SKU0342,53.85,Compliant,Unknown
AUD011843,2026-06-01,S024,SKU0343,63.64,Compliant,Unknown
AUD011844,2026-06-01,S024,SKU0344,75.0,Compliant,Unknown
AUD011845,2026-06-01,S024,SKU0345,91.18,Compliant,Unknown
AUD011846,2026-06-01,S024,SKU0346,61.11,Compliant,Unknown
AUD011847,2026-06-01,S024,SKU0347,58.33,Compliant,Unknown
AUD011848,2026-06-01,S024,SKU0348,77.14,Compliant,Unknown
AUD024022,2026-06-01,S049,SKU0022,62.5,Compliant,Unknown
AUD011849,2026-06-01,S024,SKU0349,16.67,Non-Compliant,Low Visibility
AUD011850,2026-06-01,S024,SKU0350,67.86,Compliant,Unknown
AUD011851,2026-06-01,S024,SKU0351,33.33,Non-Compliant,Low Visibility
AUD011852,2026-06-01,S024,SKU0352,70.0,Compliant,Unknown
AUD011853,2026-06-01,S024,SKU0353,44.12,Non-Compliant,Low Visibility
AUD011854,2026-06-01,S024,SKU0354,63.64,Compliant,Unknown
AUD011855,2026-06-01,S024,SKU0355,95.0,Compliant,Unknown
AUD011856,2026-06-01,S024,SKU0356,33.33,Non-Compliant,Low Visibility
AUD011857,2026-06-01,S024,SKU0357,15.0,Non-Compliant,Low Visibility
AUD011858,2026-06-01,S024,SKU0358,83.33,Compliant,Unknown
AUD011859,2026-06-01,S024,SKU0359,66.67,Compliant,Unknown
AUD011860,2026-06-01,S024,SKU0360,93.33,Compliant,Unknown
AUD011861,2026-06-01,S024,SKU0361,53.57,Compliant,Unknown
AUD011862,2026-06-01,S024,SKU0362,71.43,Compliant,Unknown
AUD011863,2026-06-01,S024,SKU0363,64.0,Compliant,Unknown
AUD011864,2026-06-01,S024,SKU0364,75.0,Compliant,Unknown
AUD011865,2026-06-01,S024,SKU0365,86.49,Compliant,Unknown
AUD011866,2026-06-01,S024,SKU0366,30.77,Non-Compliant,Low Visibility
AUD011867,2026-06-01,S024,SKU0367,26.92,Non-Compliant,Low Visibility
AUD011868,2026-06-01,S024,SKU0368,52.94,Compliant,Unknown
AUD011869,2026-06-01,S024,SKU0369,0.0,Non-Compliant,Stock Out
AUD011870,2026-06-01,S024,SKU0370,39.29,Non-Compliant,Low Visibility
AUD011871,2026-06-01,S024,SKU0371,0.0,Non-Compliant,Stock Out
AUD011872,2026-06-01,S024,SKU0372,100.0,Compliant,Unknown
AUD011873,2026-06-01,S024,SKU0373,50.0,Compliant,Unknown
AUD011874,2026-06-01,S024,SKU0374,59.26,Compliant,Unknown
AUD011875,2026-06-01,S024,SKU0375,0.0,Non-Compliant,Stock Out
AUD011876,2026-06-01,S024,SKU0376,41.67,Non-Compliant,Low Visibility
AUD011877,2026-06-01,S024,SKU0377,74.07,Compliant,Unknown
AUD011878,2026-06-01,S024,SKU0378,81.82,Compliant,Unknown
AUD011879,2026-06-01,S024,SKU0379,91.67,Compliant,Unknown
AUD011880,2026-06-01,S024,SKU0380,92.0,Non-Compliant,Misplaced Product
AUD011881,2026-06-01,S024,SKU0381,45.45,Non-Compliant,Low Visibility
AUD011882,2026-06-01,S024,SKU0382,83.87,Compliant,Unknown
AUD011883,2026-06-01,S024,SKU0383,40.0,Non-Compliant,Low Visibility
AUD011884,2026-06-01,S024,SKU0384,38.71,Non-Compliant,Low Visibility
AUD011885,2026-06-01,S024,SKU0385,66.67,Compliant,Unknown
AUD011886,2026-06-01,S024,SKU0386,25.0,Non-Compliant,Low Visibility
AUD011887,2026-06-01,S024,SKU0387,76.47,Compliant,Unknown
AUD011888,2026-06-01,S024,SKU0388,29.17,Non-Compliant,Low Visibility
AUD011889,2026-06-01,S024,SKU0389,39.29,Non-Compliant,Low Visibility
AUD011890,2026-06-01,S024,SKU0390,52.78,Compliant,Unknown
AUD011891,2026-06-01,S024,SKU0391,51.43,Compliant,Unknown
AUD011892,2026-06-01,S024,SKU0392,71.43,Compliant,Unknown
AUD011893,2026-06-01,S024,SKU0393,55.56,Non-Compliant,Misplaced Product
AUD011894,2026-06-01,S024,SKU0394,46.67,Non-Compliant,Low Visibility
AUD011895,2026-06-01,S024,SKU0395,74.36,Compliant,Unknown
AUD011896,2026-06-01,S024,SKU0396,68.75,Compliant,Unknown
AUD011897,2026-06-01,S024,SKU0397,94.44,Compliant,Unknown
AUD011898,2026-06-01,S024,SKU0398,80.56,Compliant,Unknown
AUD011899,2026-06-01,S024,SKU0399,70.83,Compliant,Unknown
AUD011900,2026-06-01,S024,SKU0400,37.93,Non-Compliant,Low Visibility
AUD011901,2026-06-01,S024,SKU0401,0.0,Non-Compliant,Stock Out
AUD011902,2026-06-01,S024,SKU0402,62.86,Compliant,Unknown
AUD011903,2026-06-01,S024,SKU0403,95.45,Compliant,Unknown
AUD011904,2026-06-01,S024,SKU0404,45.0,Non-Compliant,Low Visibility
AUD011905,2026-06-01,S024,SKU0405,91.3,Compliant,Unknown
AUD011906,2026-06-01,S024,SKU0406,100.0,Compliant,Unknown
AUD011907,2026-06-01,S024,SKU0407,81.82,Compliant,Unknown
AUD011908,2026-06-01,S024,SKU0408,26.09,Non-Compliant,Low Visibility
AUD011909,2026-06-01,S024,SKU0409,0.0,Non-Compliant,Stock Out
AUD011910,2026-06-01,S024,SKU0410,39.29,Non-Compliant,Low Visibility
AUD011911,2026-06-01,S024,SKU0411,0.0,Non-Compliant,Stock Out
AUD011912,2026-06-01,S024,SKU0412,60.0,Compliant,Unknown
AUD011913,2026-06-01,S024,SKU0413,64.71,Compliant,Unknown
AUD011914,2026-06-01,S024,SKU0414,70.0,Compliant,Unknown
AUD011915,2026-06-01,S024,SKU0415,75.0,Compliant,Unknown
AUD011916,2026-06-01,S024,SKU0416,96.67,Compliant,Unknown
AUD011917,2026-06-01,S024,SKU0417,0.0,Non-Compliant,Stock Out
AUD011918,2026-06-01,S024,SKU0418,25.0,Non-Compliant,Low Visibility
AUD011919,2026-06-01,S024,SKU0419,40.74,Non-Compliant,Low Visibility
AUD011920,2026-06-01,S024,SKU0420,0.0,Non-Compliant,Stock Out
AUD011921,2026-06-01,S024,SKU0421,75.0,Compliant,Unknown
AUD011922,2026-06-01,S024,SKU0422,59.38,Compliant,Unknown
AUD011923,2026-06-01,S024,SKU0423,42.86,Non-Compliant,Low Visibility
AUD011924,2026-06-01,S024,SKU0424,94.59,Non-Compliant,Misplaced Product
AUD011925,2026-06-01,S024,SKU0425,28.57,Non-Compliant,Low Visibility
AUD011926,2026-06-01,S024,SKU0426,0.0,Non-Compliant,Stock Out
AUD011927,2026-06-01,S024,SKU0427,54.55,Compliant,Unknown
AUD011928,2026-06-01,S024,SKU0428,43.33,Non-Compliant,Low Visibility
AUD011929,2026-06-01,S024,SKU0429,0.0,Non-Compliant,Stock Out
AUD011930,2026-06-01,S024,SKU0430,77.78,Compliant,Unknown
AUD011931,2026-06-01,S024,SKU0431,29.63,Non-Compliant,Low Visibility
AUD011932,2026-06-01,S024,SKU0432,0.0,Non-Compliant,Stock Out
AUD011933,2026-06-01,S024,SKU0433,40.0,Non-Compliant,Low Visibility
AUD011934,2026-06-01,S024,SKU0434,65.22,Compliant,Unknown
AUD011935,2026-06-01,S024,SKU0435,97.14,Compliant,Unknown
AUD011936,2026-06-01,S024,SKU0436,45.71,Non-Compliant,Low Visibility
AUD011937,2026-06-01,S024,SKU0437,66.67,Compliant,Unknown
AUD011938,2026-06-01,S024,SKU0438,28.57,Non-Compliant,Low Visibility
AUD011939,2026-06-01,S024,SKU0439,77.27,Compliant,Unknown
AUD011940,2026-06-01,S024,SKU0440,22.22,Non-Compliant,Low Visibility
AUD011941,2026-06-01,S024,SKU0441,0.0,Non-Compliant,Stock Out
AUD011942,2026-06-01,S024,SKU0442,38.71,Non-Compliant,Low Visibility
AUD011943,2026-06-01,S024,SKU0443,55.17,Compliant,Unknown
AUD011944,2026-06-01,S024,SKU0444,51.35,Non-Compliant,Misplaced Product
AUD011945,2026-06-01,S024,SKU0445,0.0,Non-Compliant,Stock Out
AUD011946,2026-06-01,S024,SKU0446,0.0,Non-Compliant,Stock Out
AUD011947,2026-06-01,S024,SKU0447,63.33,Compliant,Unknown
AUD011948,2026-06-01,S024,SKU0448,55.56,Compliant,Unknown
AUD011949,2026-06-01,S024,SKU0449,92.59,Compliant,Unknown
AUD011950,2026-06-01,S024,SKU0450,82.35,Compliant,Unknown
AUD011951,2026-06-01,S024,SKU0451,71.43,Compliant,Unknown
AUD011952,2026-06-01,S024,SKU0452,86.36,Compliant,Unknown
AUD011953,2026-06-01,S024,SKU0453,96.67,Compliant,Unknown
AUD011954,2026-06-01,S024,SKU0454,87.88,Compliant,Unknown
AUD011955,2026-06-01,S024,SKU0455,86.67,Compliant,Unknown
AUD011956,2026-06-01,S024,SKU0456,59.46,Compliant,Unknown
AUD011957,2026-06-01,S024,SKU0457,58.33,Compliant,Unknown
AUD011958,2026-06-01,S024,SKU0458,73.33,Compliant,Unknown
AUD011959,2026-06-01,S024,SKU0459,0.0,Non-Compliant,Stock Out
AUD011960,2026-06-01,S024,SKU0460,28.57,Non-Compliant,Low Visibility
AUD011961,2026-06-01,S024,SKU0461,29.63,Non-Compliant,Low Visibility
AUD011962,2026-06-01,S024,SKU0462,43.75,Non-Compliant,Low Visibility
AUD011963,2026-06-01,S024,SKU0463,30.77,Non-Compliant,Low Visibility
AUD011964,2026-06-01,S024,SKU0464,72.73,Compliant,Unknown
AUD011965,2026-06-01,S024,SKU0465,32.0,Non-Compliant,Low Visibility
AUD011966,2026-06-01,S024,SKU0466,62.86,Compliant,Unknown
AUD011967,2026-06-01,S024,SKU0467,0.0,Non-Compliant,Stock Out
AUD011968,2026-06-01,S024,SKU0468,64.1,Compliant,Unknown
AUD011969,2026-06-01,S024,SKU0469,68.18,Compliant,Unknown
AUD011970,2026-06-01,S024,SKU0470,48.28,Non-Compliant,Low Visibility
AUD011971,2026-06-01,S024,SKU0471,33.33,Non-Compliant,Low Visibility
AUD011972,2026-06-01,S024,SKU0472,74.29,Compliant,Unknown
AUD011973,2026-06-01,S024,SKU0473,79.17,Compliant,Unknown
AUD011974,2026-06-01,S024,SKU0474,0.0,Non-Compliant,Stock Out
AUD011975,2026-06-01,S024,SKU0475,40.0,Non-Compliant,Low Visibility
AUD011976,2026-06-01,S024,SKU0476,54.55,Compliant,Unknown
AUD011977,2026-06-01,S024,SKU0477,100.0,Compliant,Unknown
AUD011978,2026-06-01,S024,SKU0478,67.65,Compliant,Unknown
AUD011979,2026-06-01,S024,SKU0479,91.43,Compliant,Unknown
AUD011980,2026-06-01,S024,SKU0480,56.25,Compliant,Unknown
AUD011981,2026-06-01,S024,SKU0481,0.0,Non-Compliant,Stock Out
AUD011982,2026-06-01,S024,SKU0482,37.5,Non-Compliant,Low Visibility
AUD011983,2026-06-01,S024,SKU0483,0.0,Non-Compliant,Stock Out
AUD011984,2026-06-01,S024,SKU0484,94.44,Compliant,Unknown
AUD011985,2026-06-01,S024,SKU0485,41.67,Non-Compliant,Low Visibility
AUD011986,2026-06-01,S024,SKU0486,60.0,Compliant,Unknown
AUD011987,2026-06-01,S024,SKU0487,80.0,Compliant,Unknown
AUD011988,2026-06-01,S024,SKU0488,58.97,Compliant,Unknown
AUD011989,2026-06-01,S024,SKU0489,76.47,Compliant,Unknown
AUD011990,2026-06-01,S024,SKU0490,55.56,Compliant,Unknown
AUD011991,2026-06-01,S024,SKU0491,58.33,Non-Compliant,Misplaced Product
AUD011992,2026-06-01,S024,SKU0492,0.0,Non-Compliant,Stock Out
AUD011993,2026-06-01,S024,SKU0493,89.74,Compliant,Unknown
AUD011994,2026-06-01,S024,SKU0494,63.16,Compliant,Unknown
AUD011995,2026-06-01,S024,SKU0495,53.33,Compliant,Unknown
AUD011996,2026-06-01,S024,SKU0496,85.71,Compliant,Unknown
AUD011997,2026-06-01,S024,SKU0497,79.17,Compliant,Unknown
