inventory_id,store_id,sku_id,inventory_date,expected_stock,actual_stock,stock_status,stock_difference,stock_loss_percent,inventory_health,inventory_leakage
INV011093,S023,SKU0093,2026-06-01,81,74,In Stock,7,8.641975308641975,Shortage,7
INV011094,S023,SKU0094,2026-06-01,41,32,In Stock,9,21.951219512195124,Shortage,9
INV011095,S023,SKU0095,2026-06-01,81,63,In Stock,18,22.22222222222222,Shortage,18
INV011096,S023,SKU0096,2026-06-01,89,81,In Stock,8,8.98876404494382,Shortage,8
INV011097,S023,SKU0097,2026-06-01,25,0,Out of Stock,25,100.0,Shortage,25
INV011098,S023,SKU0098,2026-06-01,62,25,In Stock,37,59.67741935483871,Shortage,37
INV011099,S023,SKU0099,2026-06-01,43,14,In Stock,29,67.44186046511628,Shortage,29
INV011100,S023,SKU0100,2026-06-01,77,60,In Stock,17,22.07792207792208,Shortage,17
INV011101,S023,SKU0101,2026-06-01,64,57,In Stock,7,10.9375,Shortage,7
INV011102,S023,SKU0102,2026-06-01,73,38,In Stock,35,47.94520547945205,Shortage,35
INV011103,S023,SKU0103,2026-06-01,52,26,In Stock,26,50.0,Shortage,26
INV011104,S023,SKU0104,2026-06-01,25,0,Out of Stock,25,100.0,Shortage,25
INV011105,S023,SKU0105,2026-06-01,79,66,In Stock,13,16.455696202531644,Shortage,13
INV011106,S023,SKU0106,2026-06-01,66,64,In Stock,2,3.0303030303030303,Shortage,2
INV011107,S023,SKU0107,2026-06-01,28,6,In Stock,22,78.57142857142857,Shortage,22
INV011108,S023,SKU0108,2026-06-01,25,25,In Stock,0,0.0,Healthy,0
INV011109,S023,SKU0109,2026-06-01,60,35,In Stock,25,41.66666666666667,Shortage,25
INV011110,S023,SKU0110,2026-06-01,31,21,In Stock,10,32.25806451612903,Shortage,10
INV011111,S023,SKU0111,2026-06-01,44,33,In Stock,11,25.0,Shortage,11
INV011112,S023,SKU0112,2026-06-01,94,65,In Stock,29,30.851063829787233,Shortage,29
INV011113,S023,SKU0113,2026-06-01,82,79,In Stock,3,3.6585365853658534,Shortage,3
INV011114,S023,SKU0114,2026-06-01,26,19,In Stock,7,26.923076923076923,Shortage,7
INV011115,S023,SKU0115,2026-06-01,95,56,In Stock,39,41.05263157894737,Shortage,39
INV011116,S023,SKU0116,2026-06-01,26,0,Out of Stock,26,100.0,Shortage,26
INV011117,S023,SKU0117,2026-06-01,85,67,In Stock,18,21.176470588235293,Shortage,18
INV011118,S023,SKU0118,2026-06-01,48,14,In Stock,34,70.83333333333334,Shortage,34
INV011119,S023,SKU0119,2026-06-01,87,54,In Stock,33,37.93103448275862,Shortage,33
INV011120,S023,SKU0120,2026-06-01,73,55,In Stock,18,24.65753424657534,Shortage,18
INV011121,S023,SKU0121,2026-06-01,61,22,In Stock,39,63.934426229508205,Shortage,39
INV011122,S023,SKU0122,2026-06-01,49,17,In Stock,32,65.3061224489796,Shortage,32
INV011123,S023,SKU0123,2026-06-01,61,37,In Stock,24,39.34426229508197,Shortage,24
INV011124,S023,SKU0124,2026-06-01,62,24,In Stock,38,61.29032258064516,Shortage,38
INV011125,S023,SKU0125,2026-06-01,97,94,In Stock,3,3.0927835051546393,Shortage,3
INV011126,S023,SKU0126,2026-06-01,60,51,In Stock,9,15.0,Shortage,9
INV011127,S023,SKU0127,2026-06-01,27,8,In Stock,19,70.37037037037037,Shortage,19
INV011128,S023,SKU0128,2026-06-01,53,34,In Stock,19,35.84905660377358,Shortage,19
INV011129,S023,SKU0129,2026-06-01,83,54,In Stock,29,34.93975903614458,Shortage,29
INV011130,S023,SKU0130,2026-06-01,44,7,Low Stock,37,84.0909090909091,Shortage,37
INV011131,S023,SKU0131,2026-06-01,26,10,In Stock,16,61.53846153846154,Shortage,16
INV011132,S023,SKU0132,2026-06-01,83,48,In Stock,35,42.168674698795186,Shortage,35
INV011133,S023,SKU0133,2026-06-01,55,31,In Stock,24,43.63636363636363,Shortage,24
INV011134,S023,SKU0134,2026-06-01,27,14,In Stock,13,48.148148148148145,Shortage,13
INV011135,S023,SKU0135,2026-06-01,61,24,In Stock,37,60.65573770491803,Shortage,37
INV011136,S023,SKU0136,2026-06-01,30,20,In Stock,10,33.33333333333333,Shortage,10
INV011137,S023,SKU0137,2026-06-01,43,5,Low Stock,38,88.37209302325581,Shortage,38
INV011138,S023,SKU0138,2026-06-01,76,49,In Stock,27,35.526315789473685,Shortage,27
INV011139,S023,SKU0139,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV011140,S023,SKU0140,2026-06-01,28,2,Low Stock,26,92.85714285714286,Shortage,26
INV011141,S023,SKU0141,2026-06-01,71,67,In Stock,4,5.633802816901409,Shortage,4
INV011142,S023,SKU0142,2026-06-01,96,93,In Stock,3,3.125,Shortage,3
INV011143,S023,SKU0143,2026-06-01,74,55,In Stock,19,25.675675675675674,Shortage,19
INV011144,S023,SKU0144,2026-06-01,28,0,Out of Stock,28,100.0,Shortage,28
INV011145,S023,SKU0145,2026-06-01,77,66,In Stock,11,14.285714285714285,Shortage,11
INV011146,S023,SKU0146,2026-06-01,51,28,In Stock,23,45.09803921568628,Shortage,23
INV011147,S023,SKU0147,2026-06-01,73,54,In Stock,19,26.027397260273972,Shortage,19
INV011148,S023,SKU0148,2026-06-01,34,26,In Stock,8,23.52941176470588,Shortage,8
INV011149,S023,SKU0149,2026-06-01,25,0,Out of Stock,25,100.0,Shortage,25
INV011150,S023,SKU0150,2026-06-01,72,67,In Stock,5,6.944444444444445,Shortage,5
INV011151,S023,SKU0151,2026-06-01,20,0,Out of Stock,20,100.0,Shortage,20
INV011152,S023,SKU0152,2026-06-01,23,2,Low Stock,21,91.30434782608695,Shortage,21
INV011153,S023,SKU0153,2026-06-01,79,57,In Stock,22,27.848101265822784,Shortage,22
INV011154,S023,SKU0154,2026-06-01,82,59,In Stock,23,28.04878048780488,Shortage,23
INV011155,S023,SKU0155,2026-06-01,42,23,In Stock,19,45.23809523809524,Shortage,19
INV011156,S023,SKU0156,2026-06-01,88,74,In Stock,14,15.909090909090908,Shortage,14
INV011157,S023,SKU0157,2026-06-01,92,69,In Stock,23,25.0,Shortage,23
INV011158,S023,SKU0158,2026-06-01,45,34,In Stock,11,24.444444444444443,Shortage,11
INV011159,S023,SKU0159,2026-06-01,96,62,In Stock,34,35.41666666666667,Shortage,34
INV011160,S023,SKU0160,2026-06-01,87,55,In Stock,32,36.7816091954023,Shortage,32
INV011161,S023,SKU0161,2026-06-01,64,59,In Stock,5,7.8125,Shortage,5
INV011162,S023,SKU0162,2026-06-01,33,14,In Stock,19,57.57575757575758,Shortage,19
INV011163,S023,SKU0163,2026-06-01,36,10,In Stock,26,72.22222222222221,Shortage,26
INV011164,S023,SKU0164,2026-06-01,51,22,In Stock,29,56.86274509803921,Shortage,29
INV011165,S023,SKU0165,2026-06-01,64,60,In Stock,4,6.25,Shortage,4
INV011166,S023,SKU0166,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV011167,S023,SKU0167,2026-06-01,57,19,In Stock,38,66.66666666666666,Shortage,38
INV011168,S023,SKU0168,2026-06-01,86,57,In Stock,29,33.72093023255814,Shortage,29
INV011169,S023,SKU0169,2026-06-01,61,49,In Stock,12,19.672131147540984,Shortage,12
INV011170,S023,SKU0170,2026-06-01,46,26,In Stock,20,43.47826086956522,Shortage,20
INV011171,S023,SKU0171,2026-06-01,59,35,In Stock,24,40.67796610169492,Shortage,24
INV011172,S023,SKU0172,2026-06-01,71,68,In Stock,3,4.225352112676056,Shortage,3
INV011173,S023,SKU0173,2026-06-01,53,29,In Stock,24,45.28301886792453,Shortage,24
INV011174,S023,SKU0174,2026-06-01,22,6,In Stock,16,72.72727272727273,Shortage,16
INV011175,S023,SKU0175,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV011176,S023,SKU0176,2026-06-01,94,75,In Stock,19,20.212765957446805,Shortage,19
INV011177,S023,SKU0177,2026-06-01,50,31,In Stock,19,38.0,Shortage,19
INV011178,S023,SKU0178,2026-06-01,69,63,In Stock,6,8.695652173913043,Shortage,6
INV011179,S023,SKU0179,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV011180,S023,SKU0180,2026-06-01,86,59,In Stock,27,31.3953488372093,Shortage,27
INV011181,S023,SKU0181,2026-06-01,61,48,In Stock,13,21.311475409836063,Shortage,13
INV011182,S023,SKU0182,2026-06-01,29,0,Out of Stock,29,100.0,Shortage,29
INV011183,S023,SKU0183,2026-06-01,29,6,In Stock,23,79.3103448275862,Shortage,23
INV011184,S023,SKU0184,2026-06-01,85,82,In Stock,3,3.5294117647058822,Shortage,3
INV011185,S023,SKU0185,2026-06-01,58,23,In Stock,35,60.3448275862069,Shortage,35
INV011186,S023,SKU0186,2026-06-01,39,8,In Stock,31,79.48717948717949,Shortage,31
INV011187,S023,SKU0187,2026-06-01,37,34,In Stock,3,8.108108108108109,Shortage,3
INV011188,S023,SKU0188,2026-06-01,60,22,In Stock,38,63.33333333333333,Shortage,38
INV011189,S023,SKU0189,2026-06-01,77,67,In Stock,10,12.987012987012985,Shortage,10
INV011190,S023,SKU0190,2026-06-01,61,47,In Stock,14,22.950819672131146,Shortage,14
INV011191,S023,SKU0191,2026-06-01,84,50,In Stock,34,40.476190476190474,Shortage,34
INV011192,S023,SKU0192,2026-06-01,41,30,In Stock,11,26.82926829268293,Shortage,11
INV011193,S023,SKU0193,2026-06-01,86,63,In Stock,23,26.744186046511626,Shortage,23
INV011194,S023,SKU0194,2026-06-01,49,43,In Stock,6,12.244897959183673,Shortage,6
INV011195,S023,SKU0195,2026-06-01,27,1,Low Stock,26,96.29629629629629,Shortage,26
INV011196,S023,SKU0196,2026-06-01,90,66,In Stock,24,26.666666666666668,Shortage,24
INV011197,S023,SKU0197,2026-06-01,74,66,In Stock,8,10.81081081081081,Shortage,8
INV011198,S023,SKU0198,2026-06-01,58,44,In Stock,14,24.137931034482758,Shortage,14
INV011199,S023,SKU0199,2026-06-01,54,46,In Stock,8,14.814814814814813,Shortage,8
INV011200,S023,SKU0200,2026-06-01,27,6,In Stock,21,77.77777777777779,Shortage,21
INV011201,S023,SKU0201,2026-06-01,32,13,In Stock,19,59.375,Shortage,19
INV011202,S023,SKU0202,2026-06-01,27,0,Out of Stock,27,100.0,Shortage,27
INV011203,S023,SKU0203,2026-06-01,35,2,Low Stock,33,94.28571428571428,Shortage,33
INV011204,S023,SKU0204,2026-06-01,27,0,Out of Stock,27,100.0,Shortage,27
INV011205,S023,SKU0205,2026-06-01,73,52,In Stock,21,28.767123287671232,Shortage,21
INV011206,S023,SKU0206,2026-06-01,29,28,In Stock,1,3.4482758620689653,Shortage,1
INV011207,S023,SKU0207,2026-06-01,46,12,In Stock,34,73.91304347826086,Shortage,34
INV011208,S023,SKU0208,2026-06-01,27,0,Out of Stock,27,100.0,Shortage,27
INV011209,S023,SKU0209,2026-06-01,43,42,In Stock,1,2.3255813953488373,Shortage,1
INV011210,S023,SKU0210,2026-06-01,68,53,In Stock,15,22.058823529411764,Shortage,15
INV011211,S023,SKU0211,2026-06-01,27,3,Low Stock,24,88.88888888888889,Shortage,24
INV011212,S023,SKU0212,2026-06-01,51,32,In Stock,19,37.254901960784316,Shortage,19
INV011213,S023,SKU0213,2026-06-01,73,66,In Stock,7,9.58904109589041,Shortage,7
INV011214,S023,SKU0214,2026-06-01,30,4,Low Stock,26,86.66666666666667,Shortage,26
INV011215,S023,SKU0215,2026-06-01,77,45,In Stock,32,41.55844155844156,Shortage,32
INV011216,S023,SKU0216,2026-06-01,90,83,In Stock,7,7.777777777777778,Shortage,7
INV011217,S023,SKU0217,2026-06-01,66,39,In Stock,27,40.909090909090914,Shortage,27
INV011218,S023,SKU0218,2026-06-01,28,21,In Stock,7,25.0,Shortage,7
INV011219,S023,SKU0219,2026-06-01,46,27,In Stock,19,41.30434782608695,Shortage,19
INV011220,S023,SKU0220,2026-06-01,21,7,In Stock,14,66.66666666666666,Shortage,14
INV011221,S023,SKU0221,2026-06-01,71,69,In Stock,2,2.8169014084507045,Shortage,2
INV011222,S023,SKU0222,2026-06-01,26,22,In Stock,4,15.384615384615385,Shortage,4
INV011223,S023,SKU0223,2026-06-01,38,36,In Stock,2,5.263157894736842,Shortage,2
INV011224,S023,SKU0224,2026-06-01,96,76,In Stock,20,20.833333333333336,Shortage,20
INV011225,S023,SKU0225,2026-06-01,98,81,In Stock,17,17.346938775510203,Shortage,17
INV011226,S023,SKU0226,2026-06-01,81,58,In Stock,23,28.39506172839506,Shortage,23
INV011227,S023,SKU0227,2026-06-01,42,35,In Stock,7,16.666666666666664,Shortage,7
INV011228,S023,SKU0228,2026-06-01,45,35,In Stock,10,22.22222222222222,Shortage,10
INV011229,S023,SKU0229,2026-06-01,41,21,In Stock,20,48.78048780487805,Shortage,20
INV011230,S023,SKU0230,2026-06-01,78,60,In Stock,18,23.076923076923077,Shortage,18
INV011231,S023,SKU0231,2026-06-01,72,51,In Stock,21,29.166666666666668,Shortage,21
INV011232,S023,SKU0232,2026-06-01,78,61,In Stock,17,21.794871794871796,Shortage,17
INV011233,S023,SKU0233,2026-06-01,30,9,In Stock,21,70.0,Shortage,21
INV011234,S023,SKU0234,2026-06-01,48,20,In Stock,28,58.333333333333336,Shortage,28
INV011235,S023,SKU0235,2026-06-01,43,34,In Stock,9,20.930232558139537,Shortage,9
INV011236,S023,SKU0236,2026-06-01,40,7,Low Stock,33,82.5,Shortage,33
INV011237,S023,SKU0237,2026-06-01,94,72,In Stock,22,23.404255319148938,Shortage,22
INV011238,S023,SKU0238,2026-06-01,27,21,In Stock,6,22.22222222222222,Shortage,6
INV011239,S023,SKU0239,2026-06-01,27,18,In Stock,9,33.33333333333333,Shortage,9
INV011240,S023,SKU0240,2026-06-01,66,38,In Stock,28,42.42424242424242,Shortage,28
INV011241,S023,SKU0241,2026-06-01,44,34,In Stock,10,22.727272727272727,Shortage,10
INV011242,S023,SKU0242,2026-06-01,31,18,In Stock,13,41.935483870967744,Shortage,13
INV011243,S023,SKU0243,2026-06-01,43,25,In Stock,18,41.86046511627907,Shortage,18
INV011244,S023,SKU0244,2026-06-01,28,26,In Stock,2,7.142857142857142,Shortage,2
INV011245,S023,SKU0245,2026-06-01,78,43,In Stock,35,44.871794871794876,Shortage,35
INV011246,S023,SKU0246,2026-06-01,86,62,In Stock,24,27.906976744186046,Shortage,24
INV011247,S023,SKU0247,2026-06-01,46,24,In Stock,22,47.82608695652174,Shortage,22
INV011248,S023,SKU0248,2026-06-01,36,34,In Stock,2,5.555555555555555,Shortage,2
INV011249,S023,SKU0249,2026-06-01,35,26,In Stock,9,25.71428571428571,Shortage,9
INV011250,S023,SKU0250,2026-06-01,24,0,Out of Stock,24,100.0,Shortage,24
INV011251,S023,SKU0251,2026-06-01,72,47,In Stock,25,34.72222222222222,Shortage,25
INV011252,S023,SKU0252,2026-06-01,50,28,In Stock,22,44.0,Shortage,22
INV011253,S023,SKU0253,2026-06-01,28,4,Low Stock,24,85.71428571428571,Shortage,24
INV011254,S023,SKU0254,2026-06-01,46,30,In Stock,16,34.78260869565217,Shortage,16
INV011255,S023,SKU0255,2026-06-01,23,2,Low Stock,21,91.30434782608695,Shortage,21
INV011256,S023,SKU0256,2026-06-01,99,67,In Stock,32,32.323232323232325,Shortage,32
INV011257,S023,SKU0257,2026-06-01,47,40,In Stock,7,14.893617021276595,Shortage,7
INV011258,S023,SKU0258,2026-06-01,78,62,In Stock,16,20.51282051282051,Shortage,16
INV011259,S023,SKU0259,2026-06-01,45,25,In Stock,20,44.44444444444444,Shortage,20
INV011260,S023,SKU0260,2026-06-01,33,4,Low Stock,29,87.87878787878788,Shortage,29
INV011261,S023,SKU0261,2026-06-01,76,62,In Stock,14,18.421052631578945,Shortage,14
INV011262,S023,SKU0262,2026-06-01,81,67,In Stock,14,17.28395061728395,Shortage,14
INV011263,S023,SKU0263,2026-06-01,45,13,In Stock,32,71.11111111111111,Shortage,32
INV011264,S023,SKU0264,2026-06-01,69,32,In Stock,37,53.62318840579711,Shortage,37
INV011265,S023,SKU0265,2026-06-01,61,30,In Stock,31,50.81967213114754,Shortage,31
INV011266,S023,SKU0266,2026-06-01,93,93,In Stock,0,0.0,Healthy,0
INV011267,S023,SKU0267,2026-06-01,70,69,In Stock,1,1.4285714285714286,Shortage,1
INV011268,S023,SKU0268,2026-06-01,99,62,In Stock,37,37.37373737373738,Shortage,37
INV011269,S023,SKU0269,2026-06-01,65,32,In Stock,33,50.76923076923077,Shortage,33
INV011270,S023,SKU0270,2026-06-01,57,45,In Stock,12,21.052631578947366,Shortage,12
INV011271,S023,SKU0271,2026-06-01,72,60,In Stock,12,16.666666666666664,Shortage,12
INV011272,S023,SKU0272,2026-06-01,21,0,Out of Stock,21,100.0,Shortage,21
INV011273,S023,SKU0273,2026-06-01,38,20,In Stock,18,47.368421052631575,Shortage,18
INV011274,S023,SKU0274,2026-06-01,95,69,In Stock,26,27.368421052631582,Shortage,26
INV011275,S023,SKU0275,2026-06-01,36,11,In Stock,25,69.44444444444444,Shortage,25
INV011276,S023,SKU0276,2026-06-01,78,69,In Stock,9,11.538461538461538,Shortage,9
INV011277,S023,SKU0277,2026-06-01,95,59,In Stock,36,37.89473684210527,Shortage,36
INV011278,S023,SKU0278,2026-06-01,62,29,In Stock,33,53.2258064516129,Shortage,33
INV011279,S023,SKU0279,2026-06-01,68,35,In Stock,33,48.529411764705884,Shortage,33
INV011280,S023,SKU0280,2026-06-01,92,87,In Stock,5,5.434782608695652,Shortage,5
INV011281,S023,SKU0281,2026-06-01,54,22,In Stock,32,59.25925925925925,Shortage,32
INV011282,S023,SKU0282,2026-06-01,54,24,In Stock,30,55.55555555555556,Shortage,30
INV011283,S023,SKU0283,2026-06-01,31,27,In Stock,4,12.903225806451612,Shortage,4
INV011284,S023,SKU0284,2026-06-01,37,15,In Stock,22,59.45945945945946,Shortage,22
INV011285,S023,SKU0285,2026-06-01,46,28,In Stock,18,39.130434782608695,Shortage,18
INV011286,S023,SKU0286,2026-06-01,81,69,In Stock,12,14.814814814814813,Shortage,12
INV011287,S023,SKU0287,2026-06-01,93,73,In Stock,20,21.50537634408602,Shortage,20
INV011288,S023,SKU0288,2026-06-01,55,20,In Stock,35,63.63636363636363,Shortage,35
INV011289,S023,SKU0289,2026-06-01,96,82,In Stock,14,14.583333333333334,Shortage,14
INV011290,S023,SKU0290,2026-06-01,37,34,In Stock,3,8.108108108108109,Shortage,3
INV011291,S023,SKU0291,2026-06-01,74,51,In Stock,23,31.08108108108108,Shortage,23
INV011292,S023,SKU0292,2026-06-01,55,44,In Stock,11,20.0,Shortage,11
INV011293,S023,SKU0293,2026-06-01,39,39,In Stock,0,0.0,Healthy,0
INV011294,S023,SKU0294,2026-06-01,37,23,In Stock,14,37.83783783783784,Shortage,14
INV011295,S023,SKU0295,2026-06-01,48,19,In Stock,29,60.416666666666664,Shortage,29
INV011296,S023,SKU0296,2026-06-01,69,46,In Stock,23,33.33333333333333,Shortage,23
INV011297,S023,SKU0297,2026-06-01,21,0,Out of Stock,21,100.0,Shortage,21
INV011298,S023,SKU0298,2026-06-01,58,53,In Stock,5,8.620689655172415,Shortage,5
INV011299,S023,SKU0299,2026-06-01,37,28,In Stock,9,24.324324324324326,Shortage,9
INV011300,S023,SKU0300,2026-06-01,93,64,In Stock,29,31.182795698924732,Shortage,29
INV011301,S023,SKU0301,2026-06-01,20,16,In Stock,4,20.0,Shortage,4
INV011302,S023,SKU0302,2026-06-01,52,47,In Stock,5,9.615384615384617,Shortage,5
INV011303,S023,SKU0303,2026-06-01,91,79,In Stock,12,13.186813186813188,Shortage,12
INV011304,S023,SKU0304,2026-06-01,54,46,In Stock,8,14.814814814814813,Shortage,8
INV011305,S023,SKU0305,2026-06-01,41,28,In Stock,13,31.70731707317073,Shortage,13
INV011306,S023,SKU0306,2026-06-01,91,57,In Stock,34,37.362637362637365,Shortage,34
INV011307,S023,SKU0307,2026-06-01,41,11,In Stock,30,73.17073170731707,Shortage,30
INV011308,S023,SKU0308,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV011309,S023,SKU0309,2026-06-01,26,26,In Stock,0,0.0,Healthy,0
INV011310,S023,SKU0310,2026-06-01,88,63,In Stock,25,28.40909090909091,Shortage,25
INV011311,S023,SKU0311,2026-06-01,23,17,In Stock,6,26.08695652173913,Shortage,6
INV011312,S023,SKU0312,2026-06-01,39,3,Low Stock,36,92.3076923076923,Shortage,36
INV011313,S023,SKU0313,2026-06-01,94,55,In Stock,39,41.48936170212766,Shortage,39
INV011314,S023,SKU0314,2026-06-01,98,60,In Stock,38,38.775510204081634,Shortage,38
INV011315,S023,SKU0315,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV011316,S023,SKU0316,2026-06-01,83,45,In Stock,38,45.78313253012048,Shortage,38
INV011317,S023,SKU0317,2026-06-01,75,67,In Stock,8,10.666666666666668,Shortage,8
INV011318,S023,SKU0318,2026-06-01,24,6,In Stock,18,75.0,Shortage,18
INV011319,S023,SKU0319,2026-06-01,25,5,Low Stock,20,80.0,Shortage,20
INV011320,S023,SKU0320,2026-06-01,56,42,In Stock,14,25.0,Shortage,14
INV011321,S023,SKU0321,2026-06-01,70,66,In Stock,4,5.714285714285714,Shortage,4
INV011322,S023,SKU0322,2026-06-01,30,9,In Stock,21,70.0,Shortage,21
INV011323,S023,SKU0323,2026-06-01,37,22,In Stock,15,40.54054054054054,Shortage,15
INV011324,S023,SKU0324,2026-06-01,61,55,In Stock,6,9.836065573770492,Shortage,6
INV011325,S023,SKU0325,2026-06-01,38,36,In Stock,2,5.263157894736842,Shortage,2
INV011326,S023,SKU0326,2026-06-01,36,18,In Stock,18,50.0,Shortage,18
INV011327,S023,SKU0327,2026-06-01,39,25,In Stock,14,35.8974358974359,Shortage,14
INV011328,S023,SKU0328,2026-06-01,54,25,In Stock,29,53.70370370370371,Shortage,29
INV011329,S023,SKU0329,2026-06-01,51,20,In Stock,31,60.78431372549019,Shortage,31
INV011330,S023,SKU0330,2026-06-01,79,73,In Stock,6,7.59493670886076,Shortage,6
INV011331,S023,SKU0331,2026-06-01,81,62,In Stock,19,23.456790123456788,Shortage,19
INV011332,S023,SKU0332,2026-06-01,85,60,In Stock,25,29.411764705882355,Shortage,25
INV011333,S023,SKU0333,2026-06-01,51,47,In Stock,4,7.8431372549019605,Shortage,4
INV011334,S023,SKU0334,2026-06-01,60,21,In Stock,39,65.0,Shortage,39
INV011335,S023,SKU0335,2026-06-01,90,90,In Stock,0,0.0,Healthy,0
INV011336,S023,SKU0336,2026-06-01,51,49,In Stock,2,3.9215686274509802,Shortage,2
INV011337,S023,SKU0337,2026-06-01,20,0,Out of Stock,20,100.0,Shortage,20
INV011338,S023,SKU0338,2026-06-01,25,13,In Stock,12,48.0,Shortage,12
INV011339,S023,SKU0339,2026-06-01,47,23,In Stock,24,51.06382978723404,Shortage,24
INV011340,S023,SKU0340,2026-06-01,82,52,In Stock,30,36.58536585365854,Shortage,30
INV011341,S023,SKU0341,2026-06-01,96,77,In Stock,19,19.791666666666664,Shortage,19
INV011342,S023,SKU0342,2026-06-01,30,23,In Stock,7,23.333333333333332,Shortage,7
INV011343,S023,SKU0343,2026-06-01,32,27,In Stock,5,15.625,Shortage,5
INV011344,S023,SKU0344,2026-06-01,50,20,In Stock,30,60.0,Shortage,30
INV011345,S023,SKU0345,2026-06-01,71,43,In Stock,28,39.436619718309856,Shortage,28
INV011346,S023,SKU0346,2026-06-01,95,59,In Stock,36,37.89473684210527,Shortage,36
INV011347,S023,SKU0347,2026-06-01,47,33,In Stock,14,29.78723404255319,Shortage,14
INV011348,S023,SKU0348,2026-06-01,26,20,In Stock,6,23.076923076923077,Shortage,6
INV011349,S023,SKU0349,2026-06-01,72,38,In Stock,34,47.22222222222222,Shortage,34
INV011350,S023,SKU0350,2026-06-01,99,90,In Stock,9,9.090909090909092,Shortage,9
INV011351,S023,SKU0351,2026-06-01,91,87,In Stock,4,4.395604395604396,Shortage,4
INV011352,S023,SKU0352,2026-06-01,66,51,In Stock,15,22.727272727272727,Shortage,15
INV011353,S023,SKU0353,2026-06-01,62,37,In Stock,25,40.32258064516129,Shortage,25
INV011354,S023,SKU0354,2026-06-01,92,78,In Stock,14,15.217391304347828,Shortage,14
INV011355,S023,SKU0355,2026-06-01,75,71,In Stock,4,5.333333333333334,Shortage,4
INV011356,S023,SKU0356,2026-06-01,91,56,In Stock,35,38.46153846153847,Shortage,35
INV011357,S023,SKU0357,2026-06-01,52,26,In Stock,26,50.0,Shortage,26
INV011358,S023,SKU0358,2026-06-01,80,49,In Stock,31,38.75,Shortage,31
INV011359,S023,SKU0359,2026-06-01,71,57,In Stock,14,19.718309859154928,Shortage,14
INV011360,S023,SKU0360,2026-06-01,85,54,In Stock,31,36.470588235294116,Shortage,31
INV011361,S023,SKU0361,2026-06-01,76,61,In Stock,15,19.736842105263158,Shortage,15
INV011362,S023,SKU0362,2026-06-01,65,34,In Stock,31,47.69230769230769,Shortage,31
INV011363,S023,SKU0363,2026-06-01,36,20,In Stock,16,44.44444444444444,Shortage,16
INV011364,S023,SKU0364,2026-06-01,29,16,In Stock,13,44.827586206896555,Shortage,13
INV011365,S023,SKU0365,2026-06-01,31,12,In Stock,19,61.29032258064516,Shortage,19
INV011366,S023,SKU0366,2026-06-01,81,45,In Stock,36,44.44444444444444,Shortage,36
INV011367,S023,SKU0367,2026-06-01,99,79,In Stock,20,20.2020202020202,Shortage,20
INV011368,S023,SKU0368,2026-06-01,48,29,In Stock,19,39.58333333333333,Shortage,19
INV011369,S023,SKU0369,2026-06-01,68,47,In Stock,21,30.88235294117647,Shortage,21
INV011370,S023,SKU0370,2026-06-01,61,52,In Stock,9,14.754098360655737,Shortage,9
INV011371,S023,SKU0371,2026-06-01,90,71,In Stock,19,21.11111111111111,Shortage,19
INV011372,S023,SKU0372,2026-06-01,97,68,In Stock,29,29.896907216494846,Shortage,29
INV011373,S023,SKU0373,2026-06-01,72,47,In Stock,25,34.72222222222222,Shortage,25
INV011374,S023,SKU0374,2026-06-01,82,61,In Stock,21,25.609756097560975,Shortage,21
INV011375,S023,SKU0375,2026-06-01,77,56,In Stock,21,27.27272727272727,Shortage,21
INV011376,S023,SKU0376,2026-06-01,68,46,In Stock,22,32.35294117647059,Shortage,22
INV011377,S023,SKU0377,2026-06-01,30,28,In Stock,2,6.666666666666667,Shortage,2
INV011378,S023,SKU0378,2026-06-01,23,0,Out of Stock,23,100.0,Shortage,23
INV011379,S023,SKU0379,2026-06-01,70,38,In Stock,32,45.714285714285715,Shortage,32
INV011380,S023,SKU0380,2026-06-01,48,16,In Stock,32,66.66666666666666,Shortage,32
INV011381,S023,SKU0381,2026-06-01,37,36,In Stock,1,2.7027027027027026,Shortage,1
INV011382,S023,SKU0382,2026-06-01,68,44,In Stock,24,35.294117647058826,Shortage,24
INV011383,S023,SKU0383,2026-06-01,38,38,In Stock,0,0.0,Healthy,0
INV011384,S023,SKU0384,2026-06-01,75,50,In Stock,25,33.33333333333333,Shortage,25
INV011385,S023,SKU0385,2026-06-01,77,49,In Stock,28,36.36363636363637,Shortage,28
INV011386,S023,SKU0386,2026-06-01,70,65,In Stock,5,7.142857142857142,Shortage,5
INV011387,S023,SKU0387,2026-06-01,75,73,In Stock,2,2.666666666666667,Shortage,2
INV011388,S023,SKU0388,2026-06-01,31,0,Out of Stock,31,100.0,Shortage,31
INV011389,S023,SKU0389,2026-06-01,53,37,In Stock,16,30.18867924528302,Shortage,16
INV011390,S023,SKU0390,2026-06-01,98,95,In Stock,3,3.061224489795918,Shortage,3
INV011391,S023,SKU0391,2026-06-01,47,40,In Stock,7,14.893617021276595,Shortage,7
