audit_id,audit_date,store_id,sku_id,expected_qty,detected_qty,visibility_score,shelf_compliance,audit_issue
AUD010917,2026-06-01,S022,SKU0417,16,15,93.75,Compliant,None
AUD010918,2026-06-01,S022,SKU0418,26,18,69.23,Compliant,None
AUD010919,2026-06-01,S022,SKU0419,10,5,50.0,Compliant,None
AUD010920,2026-06-01,S022,SKU0420,11,8,72.73,Compliant,None
AUD010921,2026-06-01,S022,SKU0421,26,7,26.92,Non-Compliant,Low Visibility
AUD010922,2026-06-01,S022,SKU0422,35,25,71.43,Compliant,None
AUD010923,2026-06-01,S022,SKU0423,23,20,86.96,Compliant,None
AUD010924,2026-06-01,S022,SKU0424,25,10,40.0,Non-Compliant,Low Visibility
AUD010925,2026-06-01,S022,SKU0425,33,27,81.82,Compliant,None
AUD010926,2026-06-01,S022,SKU0426,14,4,28.57,Non-Compliant,Low Visibility
AUD010927,2026-06-01,S022,SKU0427,11,2,18.18,Non-Compliant,Low Visibility
AUD010928,2026-06-01,S022,SKU0428,20,5,25.0,Non-Compliant,Low Visibility
AUD010929,2026-06-01,S022,SKU0429,24,9,37.5,Non-Compliant,Low Visibility
AUD010930,2026-06-01,S022,SKU0430,10,3,30.0,Non-Compliant,Low Visibility
AUD010931,2026-06-01,S022,SKU0431,27,9,33.33,Non-Compliant,Low Visibility
AUD010932,2026-06-01,S022,SKU0432,29,18,62.07,Compliant,None
AUD010933,2026-06-01,S022,SKU0433,22,17,77.27,Compliant,None
AUD010934,2026-06-01,S022,SKU0434,38,26,68.42,Compliant,None
AUD010935,2026-06-01,S022,SKU0435,31,25,80.65,Compliant,None
AUD010936,2026-06-01,S022,SKU0436,36,26,72.22,Compliant,None
AUD010937,2026-06-01,S022,SKU0437,31,17,54.84,Compliant,None
AUD010938,2026-06-01,S022,SKU0438,25,25,100.0,Compliant,None
AUD010939,2026-06-01,S022,SKU0439,29,27,93.1,Compliant,None
AUD010940,2026-06-01,S022,SKU0440,18,10,55.56,Compliant,None
AUD010941,2026-06-01,S022,SKU0441,27,22,81.48,Compliant,None
AUD010942,2026-06-01,S022,SKU0442,10,6,60.0,Compliant,None
AUD010943,2026-06-01,S022,SKU0443,14,11,78.57,Compliant,None
AUD010944,2026-06-01,S022,SKU0444,32,20,62.5,Compliant,None
AUD010945,2026-06-01,S022,SKU0445,18,18,100.0,Compliant,None
AUD010946,2026-06-01,S022,SKU0446,38,32,84.21,Compliant,None
AUD010947,2026-06-01,S022,SKU0447,32,19,59.38,Compliant,None
AUD010948,2026-06-01,S022,SKU0448,31,27,87.1,Compliant,None
AUD010949,2026-06-01,S022,SKU0449,35,29,82.86,Compliant,None
AUD010950,2026-06-01,S022,SKU0450,26,7,26.92,Non-Compliant,Low Visibility
AUD010951,2026-06-01,S022,SKU0451,16,7,43.75,Non-Compliant,Low Visibility
AUD010952,2026-06-01,S022,SKU0452,20,20,100.0,Non-Compliant,Misplaced Product
AUD010953,2026-06-01,S022,SKU0453,33,21,63.64,Compliant,None
AUD010954,2026-06-01,S022,SKU0454,26,25,96.15,Compliant,None
AUD010955,2026-06-01,S022,SKU0455,23,9,39.13,Non-Compliant,Low Visibility
AUD010956,2026-06-01,S022,SKU0456,17,0,0.0,Non-Compliant,Stock Out
AUD010957,2026-06-01,S022,SKU0457,17,12,70.59,Compliant,None
AUD010958,2026-06-01,S022,SKU0458,11,0,0.0,Non-Compliant,Stock Out
AUD010959,2026-06-01,S022,SKU0459,26,21,80.77,Compliant,None
AUD010960,2026-06-01,S022,SKU0460,23,5,21.74,Non-Compliant,Low Visibility
AUD010961,2026-06-01,S022,SKU0461,23,14,60.87,Compliant,None
AUD010962,2026-06-01,S022,SKU0462,31,14,45.16,Non-Compliant,Low Visibility
AUD010963,2026-06-01,S022,SKU0463,22,15,68.18,Compliant,None
AUD010964,2026-06-01,S022,SKU0464,22,18,81.82,Compliant,None
AUD010965,2026-06-01,S022,SKU0465,22,22,100.0,Compliant,None
AUD010966,2026-06-01,S022,SKU0466,19,12,63.16,Compliant,None
AUD010967,2026-06-01,S022,SKU0467,14,0,0.0,Non-Compliant,Stock Out
AUD010968,2026-06-01,S022,SKU0468,36,27,75.0,Compliant,None
AUD010969,2026-06-01,S022,SKU0469,32,28,87.5,Compliant,None
AUD010970,2026-06-01,S022,SKU0470,33,24,72.73,Compliant,None
AUD010971,2026-06-01,S022,SKU0471,10,9,90.0,Compliant,None
AUD010972,2026-06-01,S022,SKU0472,37,18,48.65,Non-Compliant,Low Visibility
AUD010973,2026-06-01,S022,SKU0473,28,15,53.57,Compliant,None
AUD010974,2026-06-01,S022,SKU0474,19,17,89.47,Compliant,None
AUD010975,2026-06-01,S022,SKU0475,28,16,57.14,Compliant,None
AUD010976,2026-06-01,S022,SKU0476,14,0,0.0,Non-Compliant,Stock Out
AUD010977,2026-06-01,S022,SKU0477,11,2,18.18,Non-Compliant,Low Visibility
AUD010978,2026-06-01,S022,SKU0478,11,0,0.0,Non-Compliant,Stock Out
AUD010979,2026-06-01,S022,SKU0479,36,18,50.0,Compliant,None
AUD010980,2026-06-01,S022,SKU0480,13,3,23.08,Non-Compliant,Low Visibility
AUD010981,2026-06-01,S022,SKU0481,13,7,53.85,Compliant,None
AUD010982,2026-06-01,S022,SKU0482,31,20,64.52,Compliant,None
AUD010983,2026-06-01,S022,SKU0483,33,33,100.0,Compliant,None
AUD010984,2026-06-01,S022,SKU0484,33,33,100.0,Compliant,None
AUD010985,2026-06-01,S022,SKU0485,36,32,88.89,Compliant,None
AUD010986,2026-06-01,S022,SKU0486,15,12,80.0,Compliant,None
AUD010987,2026-06-01,S022,SKU0487,37,24,64.86,Compliant,None
AUD010988,2026-06-01,S022,SKU0488,21,18,85.71,Compliant,None
AUD010989,2026-06-01,S022,SKU0489,17,0,0.0,Non-Compliant,Stock Out
AUD010990,2026-06-01,S022,SKU0490,39,22,56.41,Compliant,None
AUD010991,2026-06-01,S022,SKU0491,28,15,53.57,Compliant,None
AUD010992,2026-06-01,S022,SKU0492,30,30,100.0,Compliant,None
AUD010993,2026-06-01,S022,SKU0493,30,14,46.67,Non-Compliant,Low Visibility
AUD010994,2026-06-01,S022,SKU0494,19,17,89.47,Compliant,None
AUD010995,2026-06-01,S022,SKU0495,16,0,0.0,Non-Compliant,Stock Out
AUD010996,2026-06-01,S022,SKU0496,19,12,63.16,Compliant,None
AUD010997,2026-06-01,S022,SKU0497,12,0,0.0,Non-Compliant,Stock Out
AUD010998,2026-06-01,S022,SKU0498,24,9,37.5,Non-Compliant,Low Visibility
AUD010999,2026-06-01,S022,SKU0499,32,29,90.62,Non-Compliant,Misplaced Product
AUD011000,2026-06-01,S022,SKU0500,29,11,37.93,Non-Compliant,Low Visibility
AUD011001,2026-06-01,S023,SKU0001,39,31,79.49,Compliant,None
AUD011002,2026-06-01,S023,SKU0002,16,0,0.0,Non-Compliant,Stock Out
AUD011003,2026-06-01,S023,SKU0003,10,7,70.0,Compliant,None
AUD011004,2026-06-01,S023,SKU0004,12,5,41.67,Non-Compliant,Low Visibility
AUD011005,2026-06-01,S023,SKU0005,26,21,80.77,Compliant,None
AUD011006,2026-06-01,S023,SKU0006,16,13,81.25,Compliant,None
AUD011007,2026-06-01,S023,SKU0007,19,11,57.89,Compliant,None
AUD011008,2026-06-01,S023,SKU0008,30,16,53.33,Compliant,None
AUD011009,2026-06-01,S023,SKU0009,23,4,17.39,Non-Compliant,Low Visibility
AUD011010,2026-06-01,S023,SKU0010,12,5,41.67,Non-Compliant,Low Visibility
AUD011011,2026-06-01,S023,SKU0011,28,13,46.43,Non-Compliant,Low Visibility
AUD011012,2026-06-01,S023,SKU0012,26,13,50.0,Compliant,None
AUD011013,2026-06-01,S023,SKU0013,21,7,33.33,Non-Compliant,Low Visibility
AUD011014,2026-06-01,S023,SKU0014,12,12,100.0,Compliant,None
AUD011015,2026-06-01,S023,SKU0015,27,22,81.48,Compliant,None
AUD011016,2026-06-01,S023,SKU0016,15,7,46.67,Non-Compliant,Low Visibility
AUD011017,2026-06-01,S023,SKU0017,30,28,93.33,Compliant,None
AUD011018,2026-06-01,S023,SKU0018,23,11,47.83,Non-Compliant,Low Visibility
AUD011019,2026-06-01,S023,SKU0019,37,24,64.86,Compliant,None
AUD011020,2026-06-01,S023,SKU0020,31,26,83.87,Compliant,None
AUD011021,2026-06-01,S023,SKU0021,21,20,95.24,Compliant,None
AUD011022,2026-06-01,S023,SKU0022,36,27,75.0,Compliant,None
AUD011023,2026-06-01,S023,SKU0023,19,6,31.58,Non-Compliant,Low Visibility
AUD011024,2026-06-01,S023,SKU0024,12,10,83.33,Compliant,None
AUD011025,2026-06-01,S023,SKU0025,16,8,50.0,Compliant,None
AUD011026,2026-06-01,S023,SKU0026,26,15,57.69,Compliant,None
AUD011027,2026-06-01,S023,SKU0027,20,16,80.0,Compliant,None
AUD011028,2026-06-01,S023,SKU0028,26,26,100.0,Compliant,None
AUD011029,2026-06-01,S023,SKU0029,13,6,46.15,Non-Compliant,Low Visibility
AUD011030,2026-06-01,S023,SKU0030,29,11,37.93,Non-Compliant,Low Visibility
AUD011031,2026-06-01,S023,SKU0031,36,34,94.44,Compliant,None
AUD011032,2026-06-01,S023,SKU0032,13,0,0.0,Non-Compliant,Stock Out
AUD011033,2026-06-01,S023,SKU0033,19,17,89.47,Compliant,None
AUD011034,2026-06-01,S023,SKU0034,11,0,0.0,Non-Compliant,Stock Out
AUD011035,2026-06-01,S023,SKU0035,16,5,31.25,Non-Compliant,Low Visibility
AUD011036,2026-06-01,S023,SKU0036,31,25,80.65,Compliant,None
AUD011037,2026-06-01,S023,SKU0037,11,10,90.91,Compliant,None
AUD011038,2026-06-01,S023,SKU0038,31,30,96.77,Compliant,None
AUD011039,2026-06-01,S023,SKU0039,36,19,52.78,Compliant,None
AUD011040,2026-06-01,S023,SKU0040,28,25,89.29,Non-Compliant,Misplaced Product
AUD011041,2026-06-01,S023,SKU0041,17,13,76.47,Compliant,None
AUD011042,2026-06-01,S023,SKU0042,17,12,70.59,Compliant,None
AUD011043,2026-06-01,S023,SKU0043,39,26,66.67,Compliant,None
AUD011044,2026-06-01,S023,SKU0044,29,16,55.17,Compliant,None
AUD011045,2026-06-01,S023,SKU0045,16,14,87.5,Compliant,None
AUD011046,2026-06-01,S023,SKU0046,12,10,83.33,Compliant,None
AUD011047,2026-06-01,S023,SKU0047,16,2,12.5,Non-Compliant,Low Visibility
AUD011048,2026-06-01,S023,SKU0048,38,30,78.95,Compliant,None
AUD011049,2026-06-01,S023,SKU0049,15,4,26.67,Non-Compliant,Low Visibility
AUD011050,2026-06-01,S023,SKU0050,14,10,71.43,Compliant,None
AUD011051,2026-06-01,S023,SKU0051,34,32,94.12,Compliant,None
AUD011052,2026-06-01,S023,SKU0052,17,11,64.71,Compliant,None
AUD011053,2026-06-01,S023,SKU0053,19,9,47.37,Non-Compliant,Low Visibility
AUD011054,2026-06-01,S023,SKU0054,31,28,90.32,Compliant,None
AUD011055,2026-06-01,S023,SKU0055,27,12,44.44,Non-Compliant,Low Visibility
AUD011056,2026-06-01,S023,SKU0056,39,26,66.67,Compliant,None
AUD011057,2026-06-01,S023,SKU0057,26,17,65.38,Compliant,None
AUD011058,2026-06-01,S023,SKU0058,12,0,0.0,Non-Compliant,Stock Out
AUD011059,2026-06-01,S023,SKU0059,26,18,69.23,Compliant,None
AUD011060,2026-06-01,S023,SKU0060,24,6,25.0,Non-Compliant,Low Visibility
AUD011061,2026-06-01,S023,SKU0061,26,17,65.38,Compliant,None
AUD011062,2026-06-01,S023,SKU0062,24,23,95.83,Compliant,None
AUD011063,2026-06-01,S023,SKU0063,12,0,0.0,Non-Compliant,Stock Out
AUD011064,2026-06-01,S023,SKU0064,20,20,100.0,Compliant,None
AUD011065,2026-06-01,S023,SKU0065,23,13,56.52,Compliant,None
AUD011066,2026-06-01,S023,SKU0066,15,14,93.33,Compliant,None
AUD011067,2026-06-01,S023,SKU0067,34,33,97.06,Compliant,None
AUD011068,2026-06-01,S023,SKU0068,18,15,83.33,Compliant,None
AUD011069,2026-06-01,S023,SKU0069,36,34,94.44,Compliant,None
AUD011070,2026-06-01,S023,SKU0070,14,0,0.0,Non-Compliant,Stock Out
AUD011071,2026-06-01,S023,SKU0071,18,11,61.11,Compliant,None
AUD011072,2026-06-01,S023,SKU0072,27,27,100.0,Compliant,None
AUD011073,2026-06-01,S023,SKU0073,26,24,92.31,Compliant,None
AUD011074,2026-06-01,S023,SKU0074,32,32,100.0,Compliant,None
AUD011075,2026-06-01,S023,SKU0075,31,18,58.06,Compliant,None
AUD011076,2026-06-01,S023,SKU0076,38,29,76.32,Compliant,None
AUD011077,2026-06-01,S023,SKU0077,25,17,68.0,Compliant,None
AUD011078,2026-06-01,S023,SKU0078,31,25,80.65,Compliant,None
AUD011079,2026-06-01,S023,SKU0079,34,15,44.12,Non-Compliant,Low Visibility
AUD011080,2026-06-01,S023,SKU0080,22,12,54.55,Compliant,None
AUD011081,2026-06-01,S023,SKU0081,18,12,66.67,Compliant,None
AUD011082,2026-06-01,S023,SKU0082,10,7,70.0,Compliant,None
AUD011083,2026-06-01,S023,SKU0083,36,24,66.67,Compliant,None
AUD011084,2026-06-01,S023,SKU0084,32,17,53.12,Compliant,None
AUD011085,2026-06-01,S023,SKU0085,37,28,75.68,Compliant,None
AUD011086,2026-06-01,S023,SKU0086,24,7,29.17,Non-Compliant,Low Visibility
AUD011087,2026-06-01,S023,SKU0087,39,33,84.62,Compliant,None
AUD011088,2026-06-01,S023,SKU0088,33,23,69.7,Non-Compliant,Misplaced Product
AUD011089,2026-06-01,S023,SKU0089,17,6,35.29,Non-Compliant,Low Visibility
AUD011090,2026-06-01,S023,SKU0090,19,18,94.74,Compliant,None
AUD011091,2026-06-01,S023,SKU0091,39,23,58.97,Compliant,None
AUD011092,2026-06-01,S023,SKU0092,12,7,58.33,Compliant,None
AUD011093,2026-06-01,S023,SKU0093,37,32,86.49,Compliant,None
AUD011094,2026-06-01,S023,SKU0094,30,26,86.67,Compliant,None
AUD011095,2026-06-01,S023,SKU0095,38,38,100.0,Compliant,None
AUD011096,2026-06-01,S023,SKU0096,29,27,93.1,Compliant,None
AUD011097,2026-06-01,S023,SKU0097,38,33,86.84,Compliant,None
AUD011098,2026-06-01,S023,SKU0098,28,28,100.0,Compliant,None
AUD011099,2026-06-01,S023,SKU0099,18,3,16.67,Non-Compliant,Low Visibility
AUD011100,2026-06-01,S023,SKU0100,37,28,75.68,Compliant,None
AUD011101,2026-06-01,S023,SKU0101,25,16,64.0,Compliant,None
AUD011102,2026-06-01,S023,SKU0102,32,13,40.62,Non-Compliant,Low Visibility
AUD011103,2026-06-01,S023,SKU0103,34,16,47.06,Non-Compliant,Low Visibility
AUD011104,2026-06-01,S023,SKU0104,26,8,30.77,Non-Compliant,Low Visibility
AUD011105,2026-06-01,S023,SKU0105,22,21,95.45,Compliant,None
AUD011106,2026-06-01,S023,SKU0106,35,17,48.57,Non-Compliant,Low Visibility
AUD011107,2026-06-01,S023,SKU0107,37,34,91.89,Compliant,None
AUD011108,2026-06-01,S023,SKU0108,29,20,68.97,Compliant,None
AUD011109,2026-06-01,S023,SKU0109,33,29,87.88,Compliant,None
AUD011110,2026-06-01,S023,SKU0110,25,7,28.0,Non-Compliant,Low Visibility
AUD011111,2026-06-01,S023,SKU0111,14,11,78.57,Compliant,None
AUD011112,2026-06-01,S023,SKU0112,18,12,66.67,Compliant,None
AUD011113,2026-06-01,S023,SKU0113,16,8,50.0,Compliant,None
AUD011114,2026-06-01,S023,SKU0114,19,14,73.68,Compliant,None
AUD011115,2026-06-01,S023,SKU0115,28,13,46.43,Non-Compliant,Low Visibility
AUD011116,2026-06-01,S023,SKU0116,14,0,0.0,Non-Compliant,Stock Out
AUD011117,2026-06-01,S023,SKU0117,18,18,100.0,Compliant,None
AUD011118,2026-06-01,S023,SKU0118,19,10,52.63,Compliant,None
AUD011119,2026-06-01,S023,SKU0119,38,30,78.95,Compliant,None
AUD011120,2026-06-01,S023,SKU0120,31,25,80.65,Compliant,None
AUD011121,2026-06-01,S023,SKU0121,22,19,86.36,Compliant,None
AUD011122,2026-06-01,S023,SKU0122,31,12,38.71,Non-Compliant,Low Visibility
AUD011123,2026-06-01,S023,SKU0123,39,25,64.1,Compliant,None
AUD011124,2026-06-01,S023,SKU0124,12,0,0.0,Non-Compliant,Stock Out
AUD011125,2026-06-01,S023,SKU0125,24,22,91.67,Compliant,None
AUD011126,2026-06-01,S023,SKU0126,11,9,81.82,Compliant,None
AUD011127,2026-06-01,S023,SKU0127,26,24,92.31,Compliant,None
AUD011128,2026-06-01,S023,SKU0128,39,32,82.05,Compliant,None
AUD011129,2026-06-01,S023,SKU0129,31,14,45.16,Non-Compliant,Low Visibility
AUD011130,2026-06-01,S023,SKU0130,35,33,94.29,Compliant,None
AUD011131,2026-06-01,S023,SKU0131,36,20,55.56,Compliant,None
AUD011132,2026-06-01,S023,SKU0132,11,0,0.0,Non-Compliant,Stock Out
AUD011133,2026-06-01,S023,SKU0133,20,14,70.0,Compliant,None
AUD011134,2026-06-01,S023,SKU0134,10,0,0.0,Non-Compliant,Stock Out
AUD011135,2026-06-01,S023,SKU0135,18,14,77.78,Compliant,None
AUD011136,2026-06-01,S023,SKU0136,15,1,6.67,Non-Compliant,Low Visibility
AUD011137,2026-06-01,S023,SKU0137,15,5,33.33,Non-Compliant,Low Visibility
AUD011138,2026-06-01,S023,SKU0138,26,17,65.38,Compliant,None
AUD011139,2026-06-01,S023,SKU0139,33,33,100.0,Compliant,None
AUD011140,2026-06-01,S023,SKU0140,11,9,81.82,Compliant,None
AUD011141,2026-06-01,S023,SKU0141,13,3,23.08,Non-Compliant,Low Visibility
AUD011142,2026-06-01,S023,SKU0142,19,12,63.16,Compliant,None
AUD011143,2026-06-01,S023,SKU0143,34,20,58.82,Non-Compliant,Misplaced Product
AUD011144,2026-06-01,S023,SKU0144,30,12,40.0,Non-Compliant,Low Visibility
AUD011145,2026-06-01,S023,SKU0145,21,14,66.67,Compliant,None
AUD011146,2026-06-01,S023,SKU0146,23,4,17.39,Non-Compliant,Low Visibility
AUD011147,2026-06-01,S023,SKU0147,35,24,68.57,Compliant,None
AUD011148,2026-06-01,S023,SKU0148,25,15,60.0,Compliant,None
AUD011149,2026-06-01,S023,SKU0149,32,13,40.62,Non-Compliant,Low Visibility
AUD011150,2026-06-01,S023,SKU0150,33,25,75.76,Compliant,None
AUD011151,2026-06-01,S023,SKU0151,12,7,58.33,Non-Compliant,Misplaced Product
AUD011152,2026-06-01,S023,SKU0152,23,6,26.09,Non-Compliant,Low Visibility
AUD011153,2026-06-01,S023,SKU0153,12,0,0.0,Non-Compliant,Stock Out
AUD011154,2026-06-01,S023,SKU0154,22,16,72.73,Compliant,None
AUD011155,2026-06-01,S023,SKU0155,32,31,96.88,Compliant,None
AUD011156,2026-06-01,S023,SKU0156,36,27,75.0,Compliant,None
AUD011157,2026-06-01,S023,SKU0157,37,26,70.27,Compliant,None
AUD011158,2026-06-01,S023,SKU0158,33,25,75.76,Compliant,None
AUD011159,2026-06-01,S023,SKU0159,18,0,0.0,Non-Compliant,Stock Out
AUD011160,2026-06-01,S023,SKU0160,17,4,23.53,Non-Compliant,Low Visibility
AUD011161,2026-06-01,S023,SKU0161,32,32,100.0,Compliant,None
AUD011162,2026-06-01,S023,SKU0162,17,3,17.65,Non-Compliant,Low Visibility
AUD011163,2026-06-01,S023,SKU0163,11,0,0.0,Non-Compliant,Stock Out
AUD011164,2026-06-01,S023,SKU0164,11,5,45.45,Non-Compliant,Low Visibility
AUD011165,2026-06-01,S023,SKU0165,11,11,100.0,Compliant,None
AUD011166,2026-06-01,S023,SKU0166,29,29,100.0,Compliant,None
AUD011167,2026-06-01,S023,SKU0167,38,37,97.37,Compliant,None
AUD011168,2026-06-01,S023,SKU0168,37,19,51.35,Compliant,None
AUD011169,2026-06-01,S023,SKU0169,35,29,82.86,Compliant,None
AUD011170,2026-06-01,S023,SKU0170,23,18,78.26,Compliant,None
AUD011171,2026-06-01,S023,SKU0171,19,19,100.0,Compliant,None
AUD011172,2026-06-01,S023,SKU0172,34,30,88.24,Compliant,None
AUD011173,2026-06-01,S023,SKU0173,27,20,74.07,Compliant,None
AUD011174,2026-06-01,S023,SKU0174,17,10,58.82,Compliant,None
AUD011175,2026-06-01,S023,SKU0175,23,23,100.0,Compliant,None
AUD011176,2026-06-01,S023,SKU0176,28,18,64.29,Compliant,None
AUD011177,2026-06-01,S023,SKU0177,16,7,43.75,Non-Compliant,Low Visibility
AUD011178,2026-06-01,S023,SKU0178,34,25,73.53,Compliant,None
AUD011179,2026-06-01,S023,SKU0179,24,18,75.0,Compliant,None
AUD011180,2026-06-01,S023,SKU0180,21,4,19.05,Non-Compliant,Low Visibility
AUD011181,2026-06-01,S023,SKU0181,39,33,84.62,Compliant,None
AUD011182,2026-06-01,S023,SKU0182,21,3,14.29,Non-Compliant,Low Visibility
AUD011183,2026-06-01,S023,SKU0183,22,4,18.18,Non-Compliant,Low Visibility
AUD011184,2026-06-01,S023,SKU0184,34,16,47.06,Non-Compliant,Low Visibility
AUD011185,2026-06-01,S023,SKU0185,39,35,89.74,Compliant,None
AUD011186,2026-06-01,S023,SKU0186,35,22,62.86,Compliant,None
AUD011187,2026-06-01,S023,SKU0187,25,10,40.0,Non-Compliant,Low Visibility
AUD011188,2026-06-01,S023,SKU0188,21,12,57.14,Non-Compliant,Misplaced Product
AUD011189,2026-06-01,S023,SKU0189,14,0,0.0,Non-Compliant,Stock Out
AUD011190,2026-06-01,S023,SKU0190,23,10,43.48,Non-Compliant,Low Visibility
AUD011191,2026-06-01,S023,SKU0191,33,17,51.52,Compliant,None
AUD011192,2026-06-01,S023,SKU0192,21,3,14.29,Non-Compliant,Low Visibility
AUD011193,2026-06-01,S023,SKU0193,21,13,61.9,Compliant,None
AUD011194,2026-06-01,S023,SKU0194,11,2,18.18,Non-Compliant,Low Visibility
AUD011195,2026-06-01,S023,SKU0195,31,25,80.65,Compliant,None
AUD011196,2026-06-01,S023,SKU0196,28,13,46.43,Non-Compliant,Low Visibility
AUD011197,2026-06-01,S023,SKU0197,13,13,100.0,Compliant,None
AUD011198,2026-06-01,S023,SKU0198,10,7,70.0,Compliant,None
AUD011199,2026-06-01,S023,SKU0199,21,3,14.29,Non-Compliant,Low Visibility
AUD011200,2026-06-01,S023,SKU0200,38,37,97.37,Compliant,None
AUD011201,2026-06-01,S023,SKU0201,31,25,80.65,Compliant,None
AUD011202,2026-06-01,S023,SKU0202,37,30,81.08,Compliant,None
AUD011203,2026-06-01,S023,SKU0203,27,26,96.3,Compliant,None
AUD011204,2026-06-01,S023,SKU0204,30,13,43.33,Non-Compliant,Low Visibility
AUD011205,2026-06-01,S023,SKU0205,16,13,81.25,Compliant,None
AUD011206,2026-06-01,S023,SKU0206,37,30,81.08,Compliant,None
AUD011207,2026-06-01,S023,SKU0207,22,9,40.91,Non-Compliant,Low Visibility
AUD011208,2026-06-01,S023,SKU0208,16,16,100.0,Compliant,None
AUD011209,2026-06-01,S023,SKU0209,14,8,57.14,Compliant,None
AUD011210,2026-06-01,S023,SKU0210,28,10,35.71,Non-Compliant,Low Visibility
AUD011211,2026-06-01,S023,SKU0211,22,12,54.55,Compliant,None
AUD011212,2026-06-01,S023,SKU0212,18,4,22.22,Non-Compliant,Low Visibility
AUD011213,2026-06-01,S023,SKU0213,29,28,96.55,Compliant,None
AUD011214,2026-06-01,S023,SKU0214,14,0,0.0,Non-Compliant,Stock Out
AUD011215,2026-06-01,S023,SKU0215,15,2,13.33,Non-Compliant,Low Visibility
AUD011216,2026-06-01,S023,SKU0216,12,11,91.67,Compliant,None
AUD011217,2026-06-01,S023,SKU0217,31,29,93.55,Compliant,None
AUD011218,2026-06-01,S023,SKU0218,35,27,77.14,Compliant,None
AUD011219,2026-06-01,S023,SKU0219,10,0,0.0,Non-Compliant,Stock Out
AUD011220,2026-06-01,S023,SKU0220,33,33,100.0,Compliant,None
AUD011221,2026-06-01,S023,SKU0221,32,15,46.88,Non-Compliant,Low Visibility
AUD011222,2026-06-01,S023,SKU0222,27,14,51.85,Compliant,None
AUD011223,2026-06-01,S023,SKU0223,35,34,97.14,Compliant,None
AUD011224,2026-06-01,S023,SKU0224,12,10,83.33,Compliant,None
AUD011225,2026-06-01,S023,SKU0225,32,22,68.75,Compliant,None
AUD011226,2026-06-01,S023,SKU0226,39,29,74.36,Compliant,None
AUD011227,2026-06-01,S023,SKU0227,38,31,81.58,Compliant,None
AUD011228,2026-06-01,S023,SKU0228,32,20,62.5,Compliant,None
AUD011229,2026-06-01,S023,SKU0229,25,23,92.0,Compliant,None
AUD011230,2026-06-01,S023,SKU0230,20,9,45.0,Non-Compliant,Low Visibility
AUD011231,2026-06-01,S023,SKU0231,23,9,39.13,Non-Compliant,Low Visibility
AUD011232,2026-06-01,S023,SKU0232,21,17,80.95,Compliant,None
AUD011233,2026-06-01,S023,SKU0233,20,8,40.0,Non-Compliant,Low Visibility
AUD011234,2026-06-01,S023,SKU0234,25,15,60.0,Compliant,None
AUD011235,2026-06-01,S023,SKU0235,29,11,37.93,Non-Compliant,Low Visibility
AUD011236,2026-06-01,S023,SKU0236,17,15,88.24,Compliant,None
AUD011237,2026-06-01,S023,SKU0237,21,4,19.05,Non-Compliant,Low Visibility
AUD011238,2026-06-01,S023,SKU0238,29,15,51.72,Compliant,None
AUD011239,2026-06-01,S023,SKU0239,30,22,73.33,Compliant,None
AUD011240,2026-06-01,S023,SKU0240,29,14,48.28,Non-Compliant,Low Visibility
AUD011241,2026-06-01,S023,SKU0241,27,23,85.19,Compliant,None
AUD011242,2026-06-01,S023,SKU0242,10,0,0.0,Non-Compliant,Stock Out
AUD011243,2026-06-01,S023,SKU0243,18,9,50.0,Compliant,None
AUD011244,2026-06-01,S023,SKU0244,10,0,0.0,Non-Compliant,Stock Out
AUD011245,2026-06-01,S023,SKU0245,18,16,88.89,Compliant,None
AUD011246,2026-06-01,S023,SKU0246,15,0,0.0,Non-Compliant,Stock Out
AUD011247,2026-06-01,S023,SKU0247,16,0,0.0,Non-Compliant,Stock Out
AUD011248,2026-06-01,S023,SKU0248,37,34,91.89,Compliant,None
AUD011249,2026-06-01,S023,SKU0249,39,37,94.87,Compliant,None
AUD011250,2026-06-01,S023,SKU0250,32,30,93.75,Non-Compliant,Misplaced Product
AUD011251,2026-06-01,S023,SKU0251,17,0,0.0,Non-Compliant,Stock Out
AUD011252,2026-06-01,S023,SKU0252,36,28,77.78,Compliant,None
AUD011253,2026-06-01,S023,SKU0253,23,23,100.0,Compliant,None
AUD011254,2026-06-01,S023,SKU0254,15,0,0.0,Non-Compliant,Stock Out
AUD011255,2026-06-01,S023,SKU0255,28,19,67.86,Compliant,None
AUD011256,2026-06-01,S023,SKU0256,36,32,88.89,Compliant,None
AUD011257,2026-06-01,S023,SKU0257,18,14,77.78,Compliant,None
AUD011258,2026-06-01,S023,SKU0258,30,21,70.0,Compliant,None
AUD011259,2026-06-01,S023,SKU0259,28,9,32.14,Non-Compliant,Low Visibility
AUD011260,2026-06-01,S023,SKU0260,17,0,0.0,Non-Compliant,Stock Out
AUD011261,2026-06-01,S023,SKU0261,19,1,5.26,Non-Compliant,Low Visibility
AUD011262,2026-06-01,S023,SKU0262,27,21,77.78,Compliant,None
AUD011263,2026-06-01,S023,SKU0263,21,4,19.05,Non-Compliant,Low Visibility
AUD011264,2026-06-01,S023,SKU0264,28,20,71.43,Compliant,None
AUD011265,2026-06-01,S023,SKU0265,37,34,91.89,Compliant,None
AUD011266,2026-06-01,S023,SKU0266,10,0,0.0,Non-Compliant,Stock Out
AUD011267,2026-06-01,S023,SKU0267,38,19,50.0,Compliant,None
